game_id,points,building,jovian,power,science,city,event,space,earth,plant,animal,microbe,totalVp,totalPrice
Game435,97,4,0,0,3,0,1,2,0,1,0,0,5,108
Game436,77,1,0,0,2,0,3,0,1,0,0,0,0,114
Game437,105,1,0,0,1,0,3,3,1,0,0,0,4,80
Game438,121,1,1,1,0,0,0,1,0,0,1,0,1,85
Game439,86,2,0,1,1,0,0,1,0,0,0,0,1,70
Game440,86,3,0,2,0,0,2,2,1,1,0,0,4,177
Game441,86,3,0,0,0,0,3,1,0,1,0,0,0,87
Game442,96,3,0,0,1,2,0,0,0,1,0,1,0,92
Game443,97,2,0,0,1,0,0,0,0,0,1,0,3,72
Game444,118,3,0,0,2,0,1,1,0,0,0,0,0,64
Game445,71,4,0,0,2,0,2,1,0,1,0,0,2,87
Game446,99,1,0,2,3,0,0,0,2,0,0,0,2,126
Game447,94,2,0,2,2,1,0,1,0,1,0,0,6,112
Game448,106,0,1,0,2,0,0,2,0,0,0,2,1,78
Game449,79,1,0,1,0,0,2,3,0,0,0,0,1,133
Game450,87,4,0,1,2,1,1,1,1,0,0,0,2,98
Game451,83,2,0,0,2,1,1,1,0,0,0,0,0,100
Game452,76,0,0,0,0,0,1,0,1,1,0,1,0,47
Game453,107,3,0,0,1,1,1,1,1,1,0,1,0,74
Game454,100,1,0,0,2,0,1,2,0,1,0,0,1,97
Game455,125,2,0,1,0,0,2,2,1,0,0,1,0,101
Game456,94,2,0,2,3,0,2,2,0,0,0,0,1,126
Game457,87,3,0,1,2,0,1,2,0,2,0,1,3,119
Game458,75,0,0,0,0,0,3,3,1,1,0,0,0,125
Game459,99,2,0,0,2,1,1,1,2,1,0,0,1,73
Game460,89,3,0,1,2,0,1,0,1,0,0,0,2,124
Game461,90,0,0,1,0,0,2,3,2,2,1,0,0,96
Game462,105,0,0,1,0,0,2,1,4,0,0,0,2,88
Game463,81,1,1,0,1,0,1,1,1,1,0,0,3,120
Game464,91,4,0,0,0,1,2,0,1,0,0,0,0,81
Game465,90,2,1,0,0,0,1,2,2,0,0,0,1,128
Game466,85,1,0,1,1,0,2,1,1,1,0,0,2,80
Game467,85,4,1,0,0,1,1,2,0,0,0,0,3,96
Game468,94,4,0,0,1,0,1,0,1,0,0,1,2,91
Game469,109,0,0,0,1,0,2,2,0,0,0,2,0,72
Game470,93,0,2,1,0,0,0,1,0,0,0,0,1,102
Game471,103,4,0,1,1,0,2,0,0,0,0,0,1,103
Game472,75,2,0,1,1,0,1,2,0,1,0,0,1,98
Game473,86,1,0,0,0,0,1,1,1,3,1,2,3,106
Game474,107,1,0,0,2,0,2,1,2,0,0,0,1,58
Game475,82,1,0,0,1,0,1,1,0,0,0,0,0,64
Game476,91,1,0,0,1,0,1,2,0,2,0,0,4,111
Game477,80,0,0,0,0,0,1,1,3,1,0,0,1,110
Game478,83,1,0,0,2,0,3,5,2,0,0,0,3,179
Game479,96,1,0,1,0,0,2,1,2,0,0,0,0,112
Game480,71,3,2,1,0,0,0,2,0,0,0,0,2,114
Game481,100,0,0,0,0,0,1,1,1,1,1,2,5,117
Game482,94,4,0,1,0,1,1,0,0,1,0,0,0,70
Game483,104,1,2,0,1,0,2,4,0,0,0,0,4,105
Game484,105,1,0,0,0,0,2,1,1,0,0,1,0,67
Game485,94,0,0,0,0,0,1,0,0,3,0,0,0,72
Game486,81,2,0,0,2,0,0,0,1,1,0,1,1,106
Game487,84,2,0,1,4,0,0,1,0,0,0,1,2,92
Game488,103,4,0,1,0,0,0,1,0,1,1,0,2,91
Game489,80,2,0,1,5,1,0,2,0,1,0,0,2,103
Game490,78,0,0,0,2,0,1,1,0,0,0,1,0,110
Game491,84,0,2,0,0,2,1,4,0,0,0,0,3,93
Game492,91,0,0,0,2,0,1,0,2,0,1,1,0,88
Game493,78,0,0,0,0,0,2,3,1,1,0,0,0,80
Game494,94,0,0,0,0,0,1,3,1,0,0,1,0,96
Game495,94,0,0,1,4,0,1,1,1,0,0,2,0,129
Game496,99,1,0,0,4,0,0,0,0,0,0,0,2,81
Game497,90,0,1,0,1,0,2,2,2,0,0,0,2,91
Game498,94,1,0,0,0,0,2,1,3,0,0,1,2,121
Game499,79,0,0,0,0,0,2,3,3,0,0,0,0,70
Game500,87,0,1,0,1,0,2,1,1,0,0,0,1,103
Game501,74,1,0,0,0,0,1,0,0,0,0,0,0,67
Game502,93,3,0,0,3,0,1,1,2,0,0,0,2,77
Game503,90,0,3,0,0,0,2,4,0,1,0,0,1,129
Game504,90,3,0,0,1,0,1,2,2,0,0,1,0,84
Game505,99,1,0,0,1,0,0,0,2,2,0,1,0,73
Game506,87,1,0,0,3,0,1,1,0,0,0,1,3,77
Game507,91,1,4,0,1,0,1,4,0,0,0,0,5,149
Game508,112,3,0,0,3,0,2,1,1,0,0,0,2,102
Game509,95,3,0,0,1,0,3,1,1,0,0,0,1,96
Game510,110,0,2,0,1,0,0,1,1,0,0,0,6,107
Game511,105,3,0,1,2,0,3,2,1,0,0,0,0,145
Game512,80,4,0,0,1,1,1,0,0,1,0,1,0,101
Game513,101,1,0,0,1,1,2,1,1,0,0,0,1,125
Game514,102,1,3,0,1,0,1,3,0,0,0,0,3,118
Game515,85,1,1,0,0,0,1,2,1,0,0,0,4,112
Game516,81,1,1,0,1,0,3,3,1,0,0,0,2,128
Game517,94,2,0,1,1,0,1,1,1,0,0,0,1,113
Game518,87,1,0,1,2,0,1,0,1,0,0,0,1,88
Game519,98,2,0,2,2,0,0,2,1,0,0,1,2,115
Game520,77,1,2,1,1,0,0,1,2,0,0,1,2,111
Game521,85,0,2,2,1,0,0,3,1,0,0,0,2,108
Game522,89,3,0,0,2,0,0,0,1,1,0,0,1,111
Game523,69,2,0,1,1,0,2,1,1,0,0,1,1,121
Game524,97,1,0,0,0,0,2,2,0,0,0,0,0,88
Game525,120,2,1,1,3,0,1,3,0,0,0,0,4,137
Game526,135,1,1,1,2,0,1,5,2,0,0,0,3,85
Game527,100,1,2,0,0,1,1,6,1,0,0,0,2,109
Game528,97,1,0,0,0,0,2,3,1,0,0,0,2,111
Game529,93,2,1,0,0,0,1,3,1,2,0,0,6,106
Game530,77,0,0,0,3,0,2,2,1,1,1,1,2,141
Game531,75,3,0,0,1,0,0,0,1,0,0,0,0,72
Game532,106,3,1,1,2,0,1,2,1,0,0,0,3,106
Game533,101,2,1,0,1,0,1,2,0,0,0,0,2,125
Game534,93,4,0,1,1,0,1,0,3,0,0,0,2,81
Game535,85,0,0,0,1,0,1,3,1,0,0,0,1,88
Game536,97,1,1,0,2,0,2,1,2,0,0,0,2,109
Game537,73,2,0,0,0,0,4,3,3,1,0,1,0,146
Game538,116,1,1,0,2,0,1,1,0,0,0,1,2,99
Game539,111,2,1,0,2,0,0,1,2,0,0,0,6,123
Game540,94,3,0,0,1,0,1,1,0,0,0,0,0,85
Game541,126,1,0,0,2,0,1,2,1,0,0,1,0,101
Game542,91,1,1,1,0,0,0,1,1,1,0,1,0,92
Game543,110,2,2,1,0,0,1,3,0,2,0,0,1,152
Game544,96,4,1,1,2,0,1,4,0,0,0,0,4,113
Game545,94,5,0,1,1,1,1,0,0,0,0,0,1,90
Game546,103,4,0,0,3,0,0,0,0,1,0,0,3,96
Game547,96,2,0,0,0,0,2,2,2,0,0,1,2,87
Game548,102,0,0,0,0,0,2,1,3,0,0,0,6,118
Game549,75,3,0,0,0,0,1,1,0,2,0,0,1,118
Game550,132,3,1,0,2,0,0,4,0,0,0,0,6,120
Game551,105,0,2,0,1,1,0,3,0,0,0,0,0,95
Game552,145,3,0,0,0,0,0,1,1,1,0,0,1,95
Game553,133,5,0,1,0,2,0,1,1,0,0,0,5,103
Game554,114,3,1,2,2,0,0,2,0,1,0,0,5,112
Game555,113,2,1,0,0,0,2,2,1,0,0,0,2,93
Game556,103,1,0,0,0,0,3,2,3,0,0,1,2,173
Game557,107,2,2,1,1,1,0,3,1,0,0,0,4,127
Game558,123,3,0,2,3,0,1,3,1,0,0,0,5,132
Game559,130,4,0,0,2,0,0,1,0,0,0,0,4,91
Game560,109,3,1,0,1,1,1,1,0,0,0,1,0,72
Game561,146,3,0,1,4,0,2,1,0,1,0,0,1,104
Game562,78,0,0,0,1,0,1,3,1,0,0,0,0,90
Game563,103,4,0,0,2,1,0,0,1,0,0,1,0,109
Game564,82,0,2,0,0,0,2,2,0,0,0,0,0,98
Game565,86,4,0,2,0,0,1,1,1,0,0,0,1,78
Game566,128,4,1,0,1,0,0,0,0,1,0,0,3,130
Game567,101,2,0,0,0,1,0,1,1,1,0,0,3,117
Game568,119,3,0,0,5,1,0,0,0,0,0,1,4,105
Game569,93,4,0,0,3,0,1,0,0,0,0,0,1,69
Game570,88,1,2,0,2,0,0,2,0,1,0,3,3,115
Game571,104,3,0,0,0,1,1,0,1,0,0,0,0,86
Game572,108,3,1,0,2,0,0,1,1,0,0,0,1,109
Game573,112,3,1,2,1,0,0,0,1,0,0,0,2,83
Game574,99,1,2,0,1,0,1,3,2,0,0,0,3,110
Game575,91,4,0,1,1,0,2,2,3,0,0,0,1,119
Game576,91,3,1,0,0,0,1,0,1,1,0,0,2,55
Game577,101,1,3,1,1,0,0,2,0,0,0,1,3,125
Game578,93,2,0,2,1,0,2,4,2,2,1,1,4,198
Game579,90,0,0,3,1,0,2,1,1,1,0,0,0,105
Game580,98,2,2,3,0,1,1,3,1,0,0,0,5,168
Game581,103,3,0,0,2,0,1,1,0,1,0,0,0,123
Game582,93,1,1,0,0,0,2,5,1,1,1,0,1,143
Game583,149,1,0,0,3,0,1,0,2,0,0,0,7,117
Game584,68,1,0,0,2,0,1,0,2,1,0,0,1,79
Game585,89,2,1,1,2,1,0,1,1,0,0,1,2,127
Game586,98,1,1,0,1,0,2,1,0,1,1,1,6,133
Game587,83,1,1,1,1,0,2,3,0,0,0,1,2,103
Game588,92,0,0,0,1,0,3,2,2,0,0,0,0,108
Game589,83,1,0,0,0,0,3,1,1,0,0,0,0,101
Game590,113,1,0,0,2,0,0,2,1,2,0,0,1,136
Game591,91,2,1,0,2,1,1,2,1,0,0,0,4,114
Game592,62,0,0,0,0,0,1,1,0,1,0,1,0,73
Game593,77,3,0,0,1,0,1,1,1,0,0,0,2,59
Game594,95,2,0,2,5,1,1,1,1,0,0,1,0,148
Game595,68,3,0,0,0,0,1,0,0,3,1,0,0,98
Game596,72,0,1,1,0,0,0,1,0,1,1,0,1,106
Game597,97,4,0,1,1,1,1,1,0,1,1,0,0,123
Game598,92,0,0,0,1,0,1,1,3,1,2,2,0,146
Game599,111,0,2,2,2,0,1,4,0,1,0,0,3,133
Game600,140,1,1,1,0,0,1,1,1,0,0,0,4,116
Game601,84,0,3,0,1,0,1,4,0,0,0,0,4,120
Game602,88,2,0,0,1,0,0,2,1,0,0,1,2,81
Game603,92,3,0,2,2,0,1,0,0,2,0,0,1,80
Game604,110,1,1,1,3,0,0,0,0,1,0,0,3,92
Game605,83,3,0,2,0,2,0,1,2,1,0,0,0,92
Game606,102,2,0,1,0,0,0,0,2,1,0,0,1,89
Game607,88,2,0,0,1,0,3,1,1,1,0,0,0,78
Game608,78,3,0,1,0,0,2,2,0,1,0,0,0,107
Game609,85,2,0,0,2,1,3,1,1,0,0,0,0,89
Game610,83,0,1,0,0,0,1,3,1,0,0,0,0,126
Game611,97,2,0,0,2,0,0,0,3,0,0,1,1,102
Game612,80,1,2,1,0,0,1,3,1,2,0,0,2,171
Game613,84,2,1,0,0,1,0,1,1,0,0,1,3,126
Game614,79,2,1,4,2,0,0,1,0,0,0,0,0,85
Game615,61,2,0,1,0,0,2,2,1,1,0,0,3,144
Game616,111,1,0,0,1,0,1,1,4,0,0,0,3,139
Game617,92,1,2,1,0,0,1,1,0,0,0,1,2,93
Game618,93,1,1,0,0,0,3,3,2,1,0,0,4,158
Game619,93,1,0,0,0,0,0,1,0,2,0,0,1,74
Game620,69,0,0,0,1,0,2,3,0,0,0,0,0,166
Game621,73,0,0,1,0,0,1,4,1,0,0,0,1,77
Game622,100,2,0,1,2,1,0,1,1,1,0,0,0,118
Game623,103,1,0,1,1,1,0,1,1,1,0,0,1,121
Game624,82,1,0,1,1,0,2,1,1,0,0,1,0,93
Game625,106,2,1,0,1,0,0,1,1,1,0,1,3,138
Game626,80,5,1,1,2,0,1,1,2,0,0,0,5,116
Game627,82,4,0,0,0,0,2,2,0,2,0,0,3,111
Game628,79,3,0,0,2,0,1,1,1,1,0,0,2,110
Game629,96,0,1,0,0,0,0,0,1,0,0,1,0,55
Game630,107,2,0,0,1,0,1,1,1,0,0,2,2,84
Game631,84,2,0,1,1,1,1,1,1,0,0,0,1,111
Game632,99,0,1,0,2,0,1,3,2,0,0,0,2,130
Game633,119,6,0,1,3,0,0,1,1,0,0,0,4,102
Game634,98,0,0,0,1,0,2,1,3,1,1,1,0,112
Game635,84,1,0,1,0,2,2,4,0,1,0,0,4,185
Game636,105,1,0,0,0,0,2,2,1,0,0,0,2,123
Game637,111,3,0,1,2,0,0,0,0,0,0,0,2,69
Game638,87,1,0,0,2,0,1,1,1,1,1,1,0,97
Game639,121,2,0,1,0,2,1,5,1,0,0,0,4,166
Game640,116,3,0,0,1,1,2,0,1,0,0,0,0,85
Game641,90,1,0,1,0,0,1,0,1,1,0,0,0,64
Game642,85,1,0,0,0,0,2,0,1,0,0,0,0,56
Game643,111,2,1,0,1,0,0,1,1,0,0,1,4,105
Game644,88,1,1,2,3,1,1,2,1,0,0,1,1,141
Game645,83,3,1,1,2,0,0,1,1,1,0,1,4,152
Game646,75,1,1,1,0,0,0,2,0,0,0,0,1,67
Game647,81,1,1,0,0,0,1,1,0,0,0,0,1,66
Game648,107,1,1,0,2,0,1,3,3,0,0,0,4,110
Game649,78,5,0,1,0,1,1,0,2,2,0,1,0,147
Game650,97,0,1,0,1,0,3,1,1,0,0,0,3,113
Game651,97,0,2,0,0,0,0,1,1,1,1,0,1,108
Game652,78,1,0,0,0,0,0,0,0,3,0,0,0,59
Game653,88,1,0,1,2,0,2,1,1,1,0,0,0,80
Game654,103,1,1,0,2,0,1,1,1,2,1,0,1,143
Game655,90,1,1,0,1,0,1,4,1,0,0,0,3,96
Game656,82,2,2,1,3,0,2,2,2,0,0,0,6,133
Game657,76,1,0,0,2,0,1,1,2,1,0,2,0,119
Game658,93,3,0,0,1,0,1,0,1,1,1,1,2,110
Game659,82,2,0,0,3,1,1,1,0,1,0,0,1,123
Game660,84,2,0,0,3,0,1,0,0,1,0,0,1,92
Game661,143,0,2,0,2,0,1,1,0,0,0,1,0,104
Game662,81,1,0,2,0,0,3,2,1,0,0,0,1,94
Game663,116,1,0,2,2,0,0,1,0,1,1,1,3,68
Game664,78,3,0,0,1,0,0,0,1,0,0,0,0,65
Game665,125,5,1,1,1,1,0,2,1,0,0,0,3,108
Game666,87,3,2,0,1,0,0,1,1,1,0,0,4,146
Game667,72,2,0,0,2,0,0,0,0,2,2,0,1,105
Game668,88,1,0,1,2,0,1,1,1,0,0,1,2,114
Game669,105,2,0,0,0,1,0,1,0,2,1,0,2,108
Game670,118,3,1,1,0,1,2,2,0,0,0,0,3,112
Game671,99,4,1,0,2,1,1,1,1,1,0,0,3,107
Game672,145,3,0,1,2,0,3,1,1,0,0,0,0,108
Game673,98,1,0,0,1,0,1,3,0,1,0,1,1,93
Game674,109,3,1,2,2,0,1,2,1,2,0,0,6,162
Game675,105,0,0,2,3,0,2,4,1,0,1,0,1,125
Game676,88,0,1,0,1,0,2,3,2,0,1,1,2,148
Game677,98,2,2,1,1,0,1,2,0,0,0,0,1,80
Game678,80,2,0,0,1,0,0,2,0,0,1,1,3,96
Game679,93,3,0,1,2,1,2,3,1,0,0,1,4,148
Game680,92,1,0,0,1,0,0,1,0,1,1,1,0,96
Game681,77,2,0,0,1,0,1,1,0,0,1,0,0,105
Game682,106,2,2,0,0,0,0,2,0,1,0,0,5,119
Game683,114,1,0,1,0,0,3,2,2,1,0,0,2,157
Game684,124,0,1,0,1,0,1,2,2,1,1,0,3,115
Game685,111,3,0,1,0,1,1,0,1,1,1,0,0,103
Game686,122,1,0,0,1,0,4,3,1,0,1,0,1,129
Game687,84,4,0,1,1,1,1,0,0,0,2,0,1,115
Game688,98,4,0,1,2,2,1,1,0,1,0,0,1,133
Game689,79,0,1,0,0,0,3,4,0,0,0,0,1,111
Game690,78,1,0,0,1,0,0,0,0,1,0,1,1,61
Game691,80,1,1,0,1,0,3,2,3,0,0,1,2,140
Game692,84,3,0,1,3,1,0,0,1,2,1,0,4,121
Game693,100,3,0,1,0,2,3,2,2,1,1,0,2,161
Game694,112,1,1,0,1,0,0,0,1,1,0,1,2,98
Game695,116,1,2,0,0,0,1,3,3,0,1,0,2,94
Game696,115,0,2,0,1,0,2,2,0,0,0,1,1,95
Game697,84,1,1,1,2,1,2,2,0,0,0,0,0,90
Game698,78,4,0,1,0,1,1,0,0,1,0,0,1,78
Game699,71,3,0,0,0,1,1,1,1,1,0,1,1,162
Game700,90,2,0,1,0,0,2,1,2,1,0,0,1,94
Game701,99,1,0,1,1,0,1,0,1,1,0,1,1,91
Game702,97,2,0,1,2,0,0,0,1,1,0,0,2,76
Game703,91,0,2,0,0,0,2,2,1,0,2,1,0,126
Game704,99,0,2,1,1,0,1,2,2,1,1,0,2,136
Game705,97,2,1,2,5,0,1,2,2,1,0,1,3,150
Game706,82,5,0,1,0,1,2,1,2,0,0,0,3,118
Game707,99,4,0,0,1,1,0,0,1,2,1,0,1,100
Game708,105,4,0,1,2,2,1,1,1,0,0,1,2,119
Game709,96,3,0,1,0,1,0,2,0,0,1,0,2,83
Game710,115,3,0,1,3,0,1,2,1,0,0,1,1,116
Game711,126,0,0,1,2,0,4,3,1,0,0,0,0,84
Game712,92,2,0,0,2,1,2,2,0,1,0,1,0,134
Game713,120,3,0,0,1,0,1,1,2,0,0,0,7,109
Game714,79,1,0,0,0,0,1,1,2,1,0,1,0,81
Game715,80,1,1,0,0,0,0,1,1,1,0,0,1,118
Game716,103,2,0,1,3,0,2,1,1,0,0,1,2,72
Game717,84,1,0,1,0,0,2,2,0,1,0,0,0,142
Game718,109,3,0,0,2,0,2,1,0,2,0,0,2,136
Game719,156,1,1,1,3,0,0,1,0,0,1,1,3,149
Game720,91,1,0,0,0,0,2,3,1,3,0,0,4,146
Game721,85,2,0,0,0,0,1,0,2,0,0,1,1,96
Game722,102,2,0,1,0,0,2,3,0,1,0,0,3,145
Game723,108,3,0,2,2,0,1,1,0,0,0,2,4,91
Game724,109,3,1,1,2,0,1,1,2,0,0,0,1,101
Game725,91,1,0,1,1,0,0,0,1,1,0,0,0,59
Game726,98,3,0,1,1,0,0,1,0,2,0,0,1,103
Game727,118,2,3,1,2,1,1,3,0,0,0,1,2,159
Game728,77,3,0,2,0,1,0,0,2,0,1,0,0,117
Game729,73,3,1,2,3,0,2,1,1,0,0,0,1,120
Game730,93,2,0,1,2,0,0,2,1,1,0,1,1,136
Game731,108,4,1,0,1,0,0,1,0,0,0,0,1,107
Game732,91,3,0,1,0,0,2,2,1,1,0,0,1,139
Game733,79,1,0,0,0,0,2,2,2,2,0,0,1,88
Game734,84,1,0,0,0,0,1,3,1,1,0,0,1,88
Game735,81,2,0,0,1,0,1,0,2,1,0,0,1,75
Game736,90,1,2,0,4,1,0,2,0,0,0,0,4,128
Game737,74,1,0,1,0,0,3,3,1,1,0,0,2,139
Game738,119,2,2,1,2,1,0,1,1,0,0,0,5,171
Game739,101,3,0,1,3,0,2,1,3,0,0,0,1,158
Game740,78,2,0,1,0,0,1,1,1,0,1,0,0,85
Game741,104,2,1,0,3,0,0,0,1,0,0,0,3,88
Game742,84,2,0,0,3,0,2,2,0,0,0,0,3,135
Game743,107,5,0,1,0,1,1,1,0,1,0,0,0,98
Game744,103,2,0,2,1,0,2,4,2,0,0,1,0,109
Game745,121,3,0,0,1,1,0,0,3,0,0,0,3,128
Game746,121,2,1,0,2,1,1,2,1,0,0,1,1,109
Game747,103,1,0,0,1,0,2,1,2,0,0,0,0,62
Game748,77,2,0,0,2,0,1,0,0,1,0,0,0,106
Game749,73,1,1,1,0,0,1,1,1,0,0,0,0,75
Game750,112,1,0,0,0,0,2,2,1,0,0,0,1,94
Game751,106,1,0,1,4,0,2,4,0,0,0,0,3,106
Game752,98,3,0,2,3,1,0,0,1,0,0,0,2,100
Game753,119,2,0,1,2,0,1,0,3,0,0,0,5,121
Game754,86,1,0,2,3,1,1,1,0,2,0,0,0,90
Game755,70,2,0,1,0,0,1,0,0,0,0,0,0,43
Game756,85,3,0,1,2,1,1,2,1,0,0,0,1,130
Game757,96,2,0,1,1,0,1,2,1,0,0,0,2,120
Game758,83,4,1,0,2,0,0,0,0,1,0,0,3,114
Game759,79,1,0,0,2,0,0,1,0,0,0,0,2,87
Game760,89,1,0,0,1,1,1,0,0,0,0,1,0,103
Game761,124,3,0,1,1,0,0,0,0,0,0,0,0,60
Game762,132,3,0,0,2,0,1,1,0,0,0,0,6,89
Game763,95,0,1,0,1,0,0,2,1,0,0,0,1,74
Game764,75,1,1,0,1,0,0,2,1,0,0,0,1,109
Game765,145,1,1,0,1,0,0,0,0,1,0,0,0,76
Game766,99,0,1,0,1,0,1,1,0,0,0,0,1,99
Game767,151,1,3,1,0,0,0,1,3,0,0,0,3,108
Game768,95,3,0,1,1,1,0,0,0,0,0,0,1,103
Game769,89,0,1,0,0,0,1,1,4,0,1,0,2,114
Game770,80,3,0,0,1,1,0,1,1,0,0,0,3,115
Game771,79,4,0,0,1,2,0,0,0,0,0,0,2,98
Game772,113,0,0,0,1,0,0,1,2,2,1,0,2,106
Game773,111,3,0,1,1,0,1,1,0,0,0,0,1,108
Game774,115,2,0,1,0,0,2,3,1,0,0,0,2,99
Game775,97,0,0,0,0,0,0,2,0,0,0,0,1,36
Game776,94,1,1,2,0,0,2,1,1,0,0,0,2,105
Game777,88,3,0,0,1,0,0,1,1,0,0,0,3,98
Game778,76,2,1,0,0,0,0,2,1,0,0,0,2,107
Game779,99,3,0,1,1,1,0,1,0,0,0,0,1,70
Game780,102,1,0,1,2,1,0,2,0,0,0,0,4,112
Game781,83,1,0,1,1,0,1,1,1,0,0,0,0,86
Game782,137,1,0,0,3,1,0,0,0,0,0,0,1,95
Game783,93,1,2,1,1,1,2,5,1,0,0,0,1,135
Game784,98,2,1,1,1,1,2,3,1,0,0,0,1,161
Game785,105,1,1,3,2,0,0,1,0,0,0,0,2,95
Game786,82,0,0,0,2,0,1,0,0,1,0,0,1,96
Game787,135,0,0,1,4,0,0,0,0,0,0,0,5,83
Game788,96,4,0,1,1,1,2,1,1,0,0,0,0,91
Game789,146,1,0,0,2,0,2,2,2,0,0,0,0,68
Game790,113,4,0,1,1,0,0,0,1,0,0,1,0,103
Game791,105,0,1,1,2,0,0,1,1,0,0,2,3,109
Game792,123,2,2,1,0,0,1,1,0,0,0,0,1,83
Game793,78,2,1,3,3,1,0,1,0,0,0,0,3,125
Game794,116,3,0,0,1,0,3,3,0,0,0,0,0,114
Game795,86,1,0,2,1,0,1,1,2,0,0,0,2,95
Game796,98,3,0,3,1,1,0,1,0,0,0,0,0,102
Game797,122,1,0,0,2,0,0,1,3,0,1,2,2,129
Game798,100,3,1,1,1,1,2,3,1,0,0,0,2,121
Game799,93,1,0,0,0,0,0,2,1,0,0,0,1,68
Game800,77,1,0,0,1,0,1,2,1,0,0,0,1,106
Game801,82,1,0,1,1,0,0,1,0,0,0,0,2,56
Game802,79,1,0,1,0,0,2,2,0,1,0,0,0,141
Game803,113,1,1,1,1,2,2,3,0,0,0,0,0,139
Game804,95,2,0,1,3,0,0,1,1,0,0,0,2,98
Game805,92,0,0,1,3,0,0,0,0,1,1,0,2,91
Game806,93,1,1,0,1,0,3,2,2,0,0,0,0,84
Game807,117,1,3,1,2,0,1,2,1,0,0,0,5,117
Game808,112,0,3,0,2,0,1,3,0,0,0,0,5,149
Game809,95,2,0,0,1,0,0,2,1,0,0,1,1,107
Game810,75,4,0,1,0,0,1,3,0,0,0,0,1,83
Game811,110,2,0,0,1,1,1,1,1,1,0,0,1,100
Game812,84,2,0,0,0,0,1,1,0,0,0,0,1,74
Game813,95,3,0,1,1,1,0,0,1,0,0,1,1,112
Game814,93,4,1,0,0,2,0,1,0,0,0,0,1,79
Game815,87,3,0,1,1,0,0,0,1,1,0,0,2,75
Game816,98,0,0,0,1,0,4,4,3,0,0,0,0,60
Game817,114,3,0,3,1,1,0,3,0,0,0,0,3,73
Game818,101,6,0,2,2,1,1,0,1,0,0,0,1,102
Game819,79,1,0,1,0,0,1,3,1,1,0,0,2,157
Game820,122,2,0,0,1,1,0,0,0,1,0,1,0,65
Game821,108,2,0,1,0,0,3,1,0,1,0,0,0,77
Game822,84,2,2,0,0,0,1,4,0,0,0,0,5,135
Game823,94,1,0,0,2,1,0,1,0,2,0,1,1,77
Game824,125,1,2,0,3,0,2,3,0,0,0,1,2,110
Game825,87,1,1,0,1,0,1,3,1,0,0,0,4,129
Game826,102,3,3,0,1,0,2,2,0,0,0,1,4,118
Game827,91,4,0,1,1,0,0,2,1,0,0,0,3,97
Game828,76,3,0,0,0,0,2,1,2,0,0,0,1,96
Game829,85,1,1,0,2,0,2,0,1,1,0,0,0,82
Game830,92,0,1,0,2,0,0,0,0,1,0,0,0,74
Game831,98,1,0,2,2,0,0,0,0,0,0,0,0,69
Game832,89,2,0,0,1,0,1,0,1,0,0,0,0,102
Game833,111,2,0,1,3,0,2,0,1,0,0,1,2,126
Game834,81,1,1,0,0,0,1,2,0,0,0,0,2,81
Game835,107,5,0,2,2,1,0,1,0,0,0,1,2,96
Game836,90,0,2,1,2,1,1,4,1,0,0,0,1,97
Game837,88,1,1,0,1,0,0,0,0,0,0,1,0,63
Game838,106,2,1,0,3,1,1,2,1,1,1,1,5,103
Game839,109,4,0,3,1,0,2,1,0,1,0,0,1,123
Game840,90,2,0,0,1,1,1,1,0,1,1,1,0,118
Game841,125,2,0,0,0,0,1,1,1,0,0,0,0,57
Game842,102,2,1,1,1,1,1,3,0,0,0,0,5,93
Game843,78,2,1,0,2,0,2,2,1,0,0,0,3,99
Game844,150,5,0,1,0,0,1,1,1,0,0,0,1,85
Game845,77,2,0,0,1,0,2,3,0,0,0,0,2,79
Game846,119,1,1,0,1,0,2,0,0,0,0,1,1,78
Game847,134,4,0,1,0,1,1,0,1,0,0,0,0,75
Game848,109,5,0,0,4,1,0,1,0,1,0,0,2,101
Game849,122,3,0,0,1,0,1,0,0,2,0,1,0,70
Game850,112,4,0,1,1,1,0,1,1,0,0,0,2,80
Game851,104,0,0,1,2,0,2,2,1,1,0,1,0,123
Game852,76,3,0,0,1,0,1,1,2,1,0,0,1,99
Game853,109,0,0,0,3,0,2,2,2,0,0,0,1,125
Game854,101,1,1,0,1,0,1,3,0,1,0,0,4,116
Game855,83,1,1,0,1,0,1,2,0,1,0,1,2,103
Game856,107,4,0,2,1,2,1,0,0,0,0,0,1,94
Game857,113,2,0,0,2,0,2,1,2,0,0,0,0,75
Game858,86,1,0,1,2,0,1,0,0,2,0,0,0,78
Game859,86,2,0,0,1,0,1,1,0,2,0,0,0,87
Game860,113,1,0,1,3,0,1,2,3,0,0,0,1,130
Game861,97,3,1,1,2,0,0,0,0,0,0,1,2,80
Game862,107,2,0,0,2,0,1,0,0,0,1,3,0,74
Game863,78,0,0,0,2,0,0,2,0,2,0,0,1,73
Game864,78,0,0,2,2,0,2,4,2,0,0,0,1,148
Game865,101,5,0,2,1,2,0,0,2,0,0,0,0,98
Game866,76,1,0,0,2,0,1,2,0,1,0,1,6,155
Game867,103,0,0,1,1,0,2,2,0,1,0,1,0,112
Game868,98,2,1,2,1,1,0,0,2,1,0,0,1,109
Game869,102,2,0,2,3,0,0,1,0,0,0,0,2,71
Game870,85,3,0,1,1,0,1,0,1,1,0,0,0,83
