game_id,points,building,jovian,power,science,city,event,space,earth,plant,animal,microbe,totalVp,totalPrice,corporation
Game371,91,0,1,0,2,0,1,2,1,0,0,0,3,51,phobolog
Game372,86,1,0,0,1,1,1,0,0,2,0,0,1,59,helion
Game373,120,1,1,1,1,0,2,4,1,1,0,0,2,89,credicor
Game374,61,4,0,3,0,0,0,0,0,0,0,0,1,48,thorgate
Game375,95,2,0,2,1,0,1,1,0,1,0,0,3,61,credicor
Game376,76,3,0,1,2,0,3,0,2,1,0,0,0,63,thorgate
Game377,122,3,0,0,1,0,2,1,1,0,0,0,2,80,interplanetary cinematics
Game378,104,1,1,0,0,0,1,3,1,2,1,1,8,100,interplanetary cinematics
Game379,113,3,0,2,2,1,1,0,0,1,0,0,2,54,interplanetary cinematics
Game380,86,1,0,0,1,1,2,0,1,0,0,0,0,30,mining guild
Game381,98,0,0,0,1,0,1,0,0,1,0,1,0,20,thorgate
Game382,92,2,0,0,1,0,2,0,2,0,0,0,1,44,tharsis republic
Game383,97,0,1,0,1,0,2,2,3,2,1,0,3,98,interplanetary cinematics
Game384,112,0,1,0,3,1,1,3,0,0,0,1,3,89,teractor
Game385,97,2,0,3,1,0,1,1,1,1,0,0,0,55,tharsis republic
Game386,96,2,0,0,4,0,0,0,1,1,0,0,1,62,ecoline
Game387,103,3,0,1,2,1,0,0,0,3,1,0,3,73,inventrix
Game388,89,0,0,0,0,0,4,3,0,1,0,1,0,109,tharsis republic
Game389,100,1,1,0,1,0,1,3,0,0,0,0,3,84,saturn systems
Game390,115,1,2,1,1,0,1,2,0,0,0,0,3,53,teractor
Game391,117,0,0,1,2,0,1,0,0,0,0,1,1,34,interplanetary cinematics
Game392,80,0,0,0,0,0,1,0,1,2,0,1,0,32,tharsis republic
Game393,109,2,1,2,1,0,0,1,1,0,0,1,1,80,phobolog
Game394,100,3,0,0,1,0,2,0,1,0,0,0,1,69,united nations mars initiative
Game395,76,4,0,0,0,0,1,2,0,0,0,1,1,94,interplanetary cinematics
Game396,121,2,0,2,0,0,0,0,0,1,0,0,0,33,thorgate
Game397,85,1,1,0,0,0,1,1,2,0,1,1,2,62,saturn systems
Game398,117,4,0,1,2,0,1,1,1,0,0,0,2,59,thorgate
Game399,80,1,0,0,2,0,1,0,0,0,0,0,2,47,helion
Game400,157,1,0,0,2,0,1,0,2,0,0,1,3,71,saturn systems
Game401,80,2,0,1,0,1,2,1,1,0,1,0,0,71,thorgate
Game402,76,0,0,1,1,0,1,0,1,2,0,1,0,44,thorgate
Game403,105,1,0,1,1,0,1,1,2,0,1,0,1,54,thorgate
Game404,99,0,0,0,3,0,2,2,2,1,1,0,4,59,phobolog
Game405,87,1,0,1,1,0,2,2,3,0,0,1,0,73,saturn systems
Game406,76,3,1,2,0,0,0,1,0,0,0,0,2,50,teractor
Game407,116,1,0,0,2,1,1,1,0,0,0,0,0,48,teractor
Game408,89,2,2,0,0,0,0,2,1,1,0,0,5,94,phobolog
Game409,89,1,0,1,1,0,0,0,0,0,0,1,0,14,united nations mars initiative
Game410,87,1,0,0,0,0,1,0,0,1,0,0,0,23,united nations mars initiative
Game411,125,0,1,0,2,0,0,1,1,1,0,0,5,78,credicor
Game412,142,3,0,1,2,0,1,2,1,0,0,0,3,70,saturn systems
Game413,98,2,0,1,1,1,1,1,0,1,0,0,0,63,inventrix
Game414,104,2,0,2,0,0,0,1,1,0,1,0,0,49,phobolog
Game415,92,0,0,0,1,0,3,0,1,0,0,0,0,37,saturn systems
Game416,153,1,0,0,0,1,1,2,1,0,0,1,0,74,tharsis republic
Game417,105,2,0,1,2,1,0,0,1,0,0,1,0,57,tharsis republic
Game418,111,1,1,0,1,0,1,2,0,0,0,0,2,68,helion
Game419,124,4,0,0,1,0,0,1,1,1,0,0,1,60,tharsis republic
Game420,81,4,0,0,1,0,3,1,0,2,0,1,1,99,tharsis republic
Game421,101,4,0,1,0,1,0,0,0,1,0,0,0,47,ecoline
Game422,92,0,0,0,1,0,1,1,0,0,0,1,0,47,tharsis republic
Game423,131,5,1,0,2,0,0,0,0,2,0,0,4,57,interplanetary cinematics
Game424,101,2,1,0,1,0,0,2,0,1,0,1,1,68,phobolog
Game425,83,4,0,1,1,0,0,0,0,1,1,0,2,41,interplanetary cinematics
Game426,126,2,4,1,1,1,0,3,0,0,0,0,7,95,saturn systems
Game427,89,0,1,0,2,1,1,2,0,0,0,1,8,82,credicor
Game428,90,3,0,1,2,0,2,2,3,0,0,0,6,89,teractor
Game429,96,1,0,0,0,0,2,1,2,1,0,1,2,71,helion
Game430,73,0,0,0,1,0,2,1,1,1,1,0,1,82,saturn systems
Game431,71,0,0,0,0,0,3,3,2,0,0,1,0,72,credicor
Game432,83,1,1,1,0,0,2,2,2,0,0,1,3,95,interplanetary cinematics
Game433,81,1,0,0,1,0,1,0,2,1,0,0,0,45,interplanetary cinematics
Game434,72,0,0,0,1,0,1,0,1,0,0,1,2,30,ecoline
Game435,97,3,0,0,3,0,1,2,0,1,0,0,5,78,mining guild
Game436,77,1,0,0,2,0,3,0,0,0,0,0,0,54,teractor
Game437,105,1,0,0,1,0,3,2,1,0,0,0,4,57,phobolog
Game438,121,1,1,1,0,0,0,1,0,0,1,0,1,28,credicor
Game439,86,2,0,1,1,0,0,0,0,0,0,0,1,28,helion
Game440,86,3,0,2,0,0,2,2,1,1,0,0,4,120,credicor
Game441,86,2,0,0,0,0,3,1,0,1,0,0,0,57,mining guild
Game442,96,2,0,0,1,2,0,0,0,1,0,1,0,52,tharsis republic
Game443,97,1,0,0,1,0,0,0,0,0,1,0,3,32,tharsis republic
Game444,118,2,0,0,2,0,1,1,0,0,0,0,0,34,interplanetary cinematics
Game445,71,3,0,0,2,0,2,1,0,1,0,0,2,57,mining guild
Game446,99,1,0,2,3,0,0,0,1,0,0,0,2,66,teractor
Game447,94,1,0,2,2,1,0,1,0,1,0,0,6,72,tharsis republic
Game448,106,0,1,0,2,0,0,1,0,0,0,2,1,55,phobolog
Game449,79,1,0,1,0,0,2,3,0,0,0,0,1,76,credicor
Game450,87,3,0,1,2,1,1,1,1,0,0,0,2,58,tharsis republic
Game451,83,1,0,0,2,1,1,1,0,0,0,0,0,60,tharsis republic
Game452,76,0,0,0,0,0,1,0,1,0,0,1,0,11,ecoline
Game453,107,2,0,0,1,1,1,1,1,1,0,1,0,44,interplanetary cinematics
Game454,100,1,0,0,2,0,1,1,0,1,0,0,1,74,phobolog
Game455,125,1,0,1,0,0,2,2,1,0,0,1,0,61,tharsis republic
Game456,94,1,0,2,3,0,2,2,0,0,0,0,1,86,tharsis republic
Game457,87,2,0,1,2,0,1,2,0,2,0,1,3,79,tharsis republic
Game458,75,0,0,0,0,0,3,3,1,0,0,0,0,89,ecoline
Game459,99,2,0,0,2,1,1,1,2,0,0,0,1,37,ecoline
Game460,89,3,0,1,2,0,1,0,0,0,0,0,2,64,teractor
Game461,90,0,0,1,0,0,2,2,2,2,1,0,0,54,helion
Game462,105,0,0,1,0,0,2,0,4,0,0,0,2,46,helion
Game463,81,1,0,0,1,0,1,1,1,1,0,0,3,78,saturn systems
Game464,91,3,0,0,0,1,2,0,1,0,0,0,0,51,interplanetary cinematics
Game465,90,2,1,0,0,0,1,2,1,0,0,0,1,68,teractor
Game466,85,1,0,1,1,0,2,1,1,0,0,0,2,44,ecoline
Game467,85,3,1,0,0,1,1,2,0,0,0,0,3,66,interplanetary cinematics
Game468,94,3,0,0,1,0,1,0,1,0,0,1,2,51,tharsis republic
Game469,109,0,0,0,1,0,2,1,0,0,0,2,0,49,phobolog
Game470,93,0,2,0,0,0,0,1,0,0,0,0,1,54,thorgate
Game471,103,3,0,1,1,0,2,0,0,0,0,0,1,73,interplanetary cinematics
Game472,75,2,0,1,1,0,1,1,0,1,0,0,1,56,helion
Game473,86,1,0,0,0,0,1,1,1,2,1,2,3,70,ecoline
Game474,107,0,0,0,2,0,2,1,2,0,0,0,1,28,interplanetary cinematics
Game475,82,0,0,0,1,0,1,1,0,0,0,0,0,34,mining guild
Game476,91,1,0,0,1,0,1,1,0,2,0,0,4,69,helion
Game477,80,0,0,0,0,0,1,1,2,1,0,0,1,50,teractor
Game478,83,1,0,0,2,0,3,5,1,0,0,0,3,119,teractor
Game479,96,1,0,1,0,0,2,1,1,0,0,0,0,52,teractor
Game480,71,2,2,1,0,0,0,2,0,0,0,0,2,84,interplanetary cinematics
Game481,100,0,0,0,0,0,1,1,1,1,1,2,5,60,credicor
Game482,94,3,0,1,0,1,1,0,0,1,0,0,0,40,interplanetary cinematics
Game483,104,1,2,0,1,0,2,3,0,0,0,0,4,82,phobolog
Game484,105,0,0,0,0,0,2,1,1,0,0,1,0,27,tharsis republic
Game485,94,0,0,0,0,0,1,0,0,2,0,0,0,36,ecoline
Game486,81,2,0,0,2,0,0,0,1,1,0,1,1,49,credicor
Game487,84,1,0,1,4,0,0,1,0,0,0,1,2,62,mining guild
Game488,103,3,0,1,0,0,0,1,0,1,1,0,2,61,interplanetary cinematics
Game489,80,2,0,1,4,1,0,2,0,1,0,0,2,58,inventrix
Game490,78,0,0,0,2,0,1,1,0,0,0,1,0,53,credicor
Game491,84,0,2,0,0,2,1,3,0,0,0,0,3,70,phobolog
Game492,91,0,0,0,1,0,1,0,2,0,1,1,0,43,inventrix
Game493,78,0,0,0,0,0,2,2,1,1,0,0,0,57,phobolog
Game494,94,0,0,0,0,0,1,2,1,0,0,1,0,73,phobolog
Game495,94,0,0,1,4,0,1,1,0,0,0,2,0,69,teractor
Game496,99,1,0,0,3,0,0,0,0,0,0,0,2,36,inventrix
Game497,90,0,1,0,1,0,2,2,1,0,0,0,2,31,teractor
Game498,94,1,0,0,0,0,2,1,2,0,0,1,2,61,teractor
Game499,79,0,0,0,0,0,2,2,3,0,0,0,0,47,phobolog
Game500,87,0,1,0,1,0,2,1,0,0,0,0,1,43,teractor
Game501,74,0,0,0,0,0,1,0,0,0,0,0,0,27,tharsis republic
Game502,93,2,0,0,3,0,1,1,2,0,0,0,2,37,tharsis republic
Game503,90,0,2,0,0,0,2,4,0,1,0,0,1,87,saturn systems
Game504,90,2,0,0,1,0,1,2,2,0,0,1,0,54,mining guild
Game505,99,1,0,0,1,0,0,0,2,1,0,1,0,37,ecoline
Game506,87,0,0,0,3,0,1,1,0,0,0,1,3,47,interplanetary cinematics
Game507,91,1,3,0,1,0,1,4,0,0,0,0,5,107,saturn systems
Game508,112,3,0,0,2,0,2,1,1,0,0,0,2,57,inventrix
Game509,95,2,0,0,1,0,3,1,1,0,0,0,1,56,tharsis republic
Game510,110,0,1,0,1,0,0,1,1,0,0,0,6,65,saturn systems
Game511,105,3,0,0,2,0,3,2,1,0,0,0,0,97,thorgate
Game512,80,3,0,0,1,1,1,0,0,1,0,1,0,71,mining guild
Game513,101,1,0,0,1,1,2,1,1,0,0,0,1,68,credicor
Game514,102,1,2,0,1,0,1,3,0,0,0,0,3,76,saturn systems
Game515,85,1,1,0,0,0,1,1,1,0,0,0,4,70,helion
Game516,81,1,0,0,1,0,3,3,1,0,0,0,2,86,saturn systems
Game517,94,2,0,0,1,0,1,1,1,0,0,0,1,65,thorgate
Game518,87,1,0,1,1,0,1,0,1,0,0,0,1,43,inventrix
Game519,98,2,0,2,2,0,0,1,1,0,0,1,2,73,helion
Game520,77,1,2,1,1,0,0,1,1,0,0,1,2,51,teractor
Game521,85,0,1,2,1,0,0,3,1,0,0,0,2,66,saturn systems
Game522,89,2,0,0,2,0,0,0,1,1,0,0,1,71,tharsis republic
Game523,69,2,0,1,1,0,2,1,1,0,0,1,1,64,credicor
Game524,97,1,0,0,0,0,2,1,0,0,0,0,0,46,helion
Game525,120,2,1,1,3,0,1,2,0,0,0,0,4,95,helion
Game526,135,1,1,1,2,0,1,4,2,0,0,0,3,62,phobolog
Game527,100,1,2,0,0,1,1,5,1,0,0,0,2,86,phobolog
Game528,97,1,0,0,0,0,2,2,1,0,0,0,2,69,helion
Game529,93,2,1,0,0,0,1,2,1,2,0,0,6,83,phobolog
Game530,77,0,0,0,2,0,2,2,1,1,1,1,2,96,inventrix
Game531,75,2,0,0,1,0,0,0,1,0,0,0,0,42,mining guild
Game532,106,3,0,1,2,0,1,2,1,0,0,0,3,64,saturn systems
Game533,101,1,1,0,1,0,1,2,0,0,0,0,2,95,mining guild
Game534,93,3,0,1,1,0,1,0,3,0,0,0,2,41,tharsis republic
Game535,85,0,0,0,1,0,1,2,1,0,0,0,1,46,helion
Game536,97,1,0,0,2,0,2,1,2,0,0,0,2,67,saturn systems
Game537,73,2,0,0,0,0,4,3,2,1,0,1,0,86,teractor
Game538,116,1,0,0,2,0,1,1,0,0,0,1,2,57,saturn systems
Game539,111,2,1,0,1,0,0,1,2,0,0,0,6,78,inventrix
Game540,94,2,0,0,1,0,1,1,0,0,0,0,0,55,interplanetary cinematics
Game541,126,0,0,0,2,0,1,2,1,0,0,1,0,71,interplanetary cinematics
Game542,91,1,1,1,0,0,0,1,1,0,0,1,0,56,ecoline
Game543,110,2,2,1,0,0,1,3,0,1,0,0,1,116,ecoline
Game544,96,4,1,1,2,0,1,3,0,0,0,0,4,90,phobolog
Game545,94,4,0,1,1,1,1,0,0,0,0,0,1,50,tharsis republic
Game546,103,3,0,0,3,0,0,0,0,1,0,0,3,66,mining guild
Game547,96,2,0,0,0,0,2,1,2,0,0,1,2,64,phobolog
Game548,102,0,0,0,0,0,2,1,3,0,0,0,6,61,credicor
Game549,75,2,0,0,0,0,1,1,0,2,0,0,1,88,interplanetary cinematics
Game550,132,3,1,0,2,0,0,3,0,0,0,0,6,97,phobolog
Game551,105,0,2,0,1,1,0,2,0,0,0,0,0,72,phobolog
Game552,145,2,0,0,0,0,0,1,1,1,0,0,1,55,tharsis republic
Game553,133,4,0,1,0,2,0,1,1,0,0,0,5,73,interplanetary cinematics
Game554,114,3,1,2,2,0,0,1,0,1,0,0,5,70,helion
Game555,113,1,1,0,0,0,2,2,1,0,0,0,2,63,mining guild
Game556,103,1,0,0,0,0,3,2,2,0,0,1,2,113,teractor
Game557,107,2,2,1,1,1,0,2,1,0,0,0,4,104,phobolog
Game558,123,2,0,2,3,0,1,3,1,0,0,0,5,102,mining guild
Game559,130,3,0,0,2,0,0,1,0,0,0,0,4,51,tharsis republic
Game560,109,2,1,0,1,1,1,1,0,0,0,1,0,42,mining guild
Game561,146,2,0,1,4,0,2,1,0,1,0,0,1,74,interplanetary cinematics
Game562,78,0,0,0,1,0,1,2,1,0,0,0,0,67,phobolog
Game563,103,3,0,0,2,1,0,0,1,0,0,1,0,69,tharsis republic
Game564,82,0,1,0,0,0,2,2,0,0,0,0,0,56,saturn systems
Game565,86,3,0,2,0,0,1,1,1,0,0,0,1,48,mining guild
Game566,128,4,1,0,1,0,0,0,0,1,0,0,3,73,credicor
Game567,101,2,0,0,0,1,0,1,0,1,0,0,3,57,teractor
Game568,119,2,0,0,5,1,0,0,0,0,0,1,4,65,tharsis republic
Game569,93,3,0,0,3,0,1,0,0,0,0,0,1,39,interplanetary cinematics
Game570,88,1,2,0,2,0,0,2,0,0,0,3,3,79,ecoline
Game571,104,2,0,0,0,1,1,0,1,0,0,0,0,46,tharsis republic
Game572,108,2,1,0,2,0,0,1,1,0,0,0,1,79,mining guild
Game573,112,2,1,2,1,0,0,0,1,0,0,0,2,53,interplanetary cinematics
Game574,99,1,1,0,1,0,1,3,2,0,0,0,3,68,saturn systems
Game575,91,3,0,1,1,0,2,2,3,0,0,0,1,79,tharsis republic
Game576,91,2,1,0,0,0,1,0,1,1,0,0,2,25,mining guild
Game577,101,1,2,1,1,0,0,2,0,0,0,1,3,83,saturn systems
Game578,93,2,0,2,0,0,2,4,2,2,1,1,4,153,inventrix
Game579,90,0,0,2,1,0,2,1,1,1,0,0,0,57,thorgate
Game580,98,2,2,2,0,1,1,3,1,0,0,0,5,120,thorgate
Game581,103,2,0,0,2,0,1,1,0,1,0,0,0,93,interplanetary cinematics
Game582,93,1,1,0,0,0,2,4,1,1,1,0,1,120,phobolog
Game583,149,1,0,0,3,0,1,0,2,0,0,0,7,60,credicor
Game584,68,0,0,0,2,0,1,0,2,1,0,0,1,39,tharsis republic
Game585,89,2,1,1,2,1,0,1,0,0,0,1,2,67,teractor
Game586,98,1,0,0,1,0,2,1,0,1,1,1,6,91,saturn systems
Game587,83,0,1,1,1,0,2,3,0,0,0,1,2,63,tharsis republic
Game588,92,0,0,0,0,0,3,2,2,0,0,0,0,63,inventrix
Game589,83,1,0,0,0,0,3,1,1,0,0,0,0,44,credicor
Game590,113,1,0,0,2,0,0,2,0,2,0,0,1,76,teractor
Game591,91,1,1,0,2,1,1,2,1,0,0,0,4,74,tharsis republic
Game592,62,0,0,0,0,0,1,1,0,0,0,1,0,37,ecoline
Game593,77,2,0,0,1,0,1,1,1,0,0,0,2,29,mining guild
Game594,95,2,0,2,5,1,1,1,1,0,0,1,0,91,credicor
Game595,68,3,0,0,0,0,1,0,0,2,1,0,0,62,ecoline
Game596,72,0,1,1,0,0,0,1,0,0,1,0,1,70,ecoline
Game597,97,3,0,1,1,1,1,1,0,1,1,0,0,83,tharsis republic
Game598,92,0,0,0,1,0,1,1,2,1,2,2,0,86,teractor
Game599,111,0,2,2,2,0,1,4,0,1,0,0,3,76,credicor
Game600,140,1,1,0,0,0,1,1,1,0,0,0,4,68,thorgate
Game601,84,0,2,0,1,0,1,4,0,0,0,0,4,78,saturn systems
Game602,88,2,0,0,1,0,0,1,1,0,0,1,2,58,phobolog
Game603,92,2,0,2,2,0,1,0,0,2,0,0,1,40,tharsis republic
Game604,110,1,0,1,3,0,0,0,0,1,0,0,3,50,saturn systems
Game605,83,2,0,2,0,2,0,1,2,1,0,0,0,52,tharsis republic
Game606,102,1,0,1,0,0,0,0,2,1,0,0,1,49,tharsis republic
Game607,88,1,0,0,1,0,3,1,1,1,0,0,0,48,interplanetary cinematics
Game608,78,2,0,1,0,0,2,2,0,1,0,0,0,77,mining guild
Game609,85,1,0,0,2,1,3,1,1,0,0,0,0,49,tharsis republic
Game610,83,0,1,0,0,0,1,3,0,0,0,0,0,66,teractor
Game611,97,2,0,0,2,0,0,0,2,0,0,1,1,42,teractor
Game612,80,1,2,1,0,0,1,3,1,2,0,0,2,114,credicor
Game613,84,2,1,0,0,1,0,1,1,0,0,1,3,69,credicor
Game614,79,2,0,4,2,0,0,1,0,0,0,0,0,43,saturn systems
Game615,61,1,0,1,0,0,2,2,1,1,0,0,3,104,tharsis republic
Game616,111,1,0,0,1,0,1,1,3,0,0,0,3,79,teractor
Game617,92,1,1,1,0,0,1,1,0,0,0,1,2,51,saturn systems
Game618,93,1,1,0,0,0,3,3,2,0,0,0,4,122,ecoline
Game619,93,1,0,0,0,0,0,1,0,1,0,0,1,38,ecoline
Game620,69,0,0,0,1,0,2,3,0,0,0,0,0,109,credicor
Game621,73,0,0,1,0,0,1,3,1,0,0,0,1,35,helion
Game622,100,2,0,1,2,1,0,1,1,1,0,0,0,61,credicor
Game623,103,1,0,1,1,1,0,1,1,1,0,0,1,64,credicor
Game624,82,1,0,1,0,0,2,1,1,0,0,1,0,48,inventrix
Game625,106,2,1,0,1,0,0,1,0,1,0,1,3,78,teractor
Game626,80,4,1,1,2,0,1,1,2,0,0,0,5,86,mining guild
Game627,82,3,0,0,0,0,2,2,0,2,0,0,3,81,interplanetary cinematics
Game628,79,2,0,0,2,0,1,1,1,1,0,0,2,70,tharsis republic
Game629,96,0,0,0,0,0,0,0,1,0,0,1,0,13,saturn systems
Game630,107,1,0,0,1,0,1,1,1,0,0,2,2,54,interplanetary cinematics
Game631,84,1,0,1,1,1,1,1,1,0,0,0,1,71,tharsis republic
Game632,99,0,1,0,2,0,1,3,2,0,0,0,2,73,credicor
Game633,119,5,0,1,3,0,0,1,1,0,0,0,4,62,tharsis republic
Game634,98,0,0,0,1,0,2,1,2,1,1,1,0,52,teractor
Game635,84,1,0,1,0,2,2,4,0,1,0,0,4,128,credicor
Game636,105,1,0,0,0,0,2,2,1,0,0,0,2,66,credicor
Game637,111,2,0,1,2,0,0,0,0,0,0,0,2,39,mining guild
Game638,87,0,0,0,2,0,1,1,1,1,1,1,0,67,mining guild
Game639,121,2,0,1,0,2,1,5,1,0,0,0,4,109,credicor
Game640,116,2,0,0,1,1,2,0,1,0,0,0,0,55,interplanetary cinematics
Game641,90,1,0,1,0,0,1,0,1,0,0,0,0,28,ecoline
Game642,85,0,0,0,0,0,2,0,1,0,0,0,0,26,interplanetary cinematics
Game643,111,2,1,0,1,0,0,1,0,0,0,1,4,45,teractor
Game644,88,1,1,2,3,1,1,2,0,0,0,1,1,81,teractor
Game645,83,3,1,1,2,0,0,1,0,1,0,1,4,92,teractor
Game646,75,1,1,1,0,0,0,1,0,0,0,0,1,44,phobolog
Game647,81,0,1,0,0,0,1,1,0,0,0,0,1,36,interplanetary cinematics
Game648,107,1,1,0,2,0,1,2,3,0,0,0,4,87,phobolog
Game649,78,5,0,1,0,1,1,0,1,2,0,1,0,87,teractor
Game650,97,0,0,0,1,0,3,1,1,0,0,0,3,71,saturn systems
Game651,97,0,1,0,0,0,0,1,1,1,1,0,1,66,saturn systems
Game652,78,1,0,0,0,0,0,0,0,2,0,0,0,23,ecoline
Game653,88,0,0,1,2,0,2,1,1,1,0,0,0,40,tharsis republic
Game654,103,1,1,0,2,0,1,1,0,2,1,0,1,83,teractor
Game655,90,1,1,0,1,0,1,3,1,0,0,0,3,73,phobolog
Game656,82,2,2,1,3,0,2,2,1,0,0,0,6,73,teractor
Game657,76,1,0,0,2,0,1,1,1,1,0,2,0,79,united nations mars initiative
Game658,93,3,0,0,1,0,1,0,0,1,1,1,2,70,united nations mars initiative
Game659,82,2,0,0,2,1,1,1,0,1,0,0,1,78,inventrix
Game660,84,2,0,0,3,0,1,0,0,1,0,0,1,35,credicor
Game661,143,0,1,0,2,0,1,1,0,0,0,1,0,62,saturn systems
Game662,81,1,0,2,0,0,3,2,0,0,0,0,1,54,united nations mars initiative
Game663,116,1,0,2,2,0,0,0,0,1,1,1,3,45,phobolog
Game664,78,2,0,0,1,0,0,0,1,0,0,0,0,35,interplanetary cinematics
Game665,125,4,1,1,1,1,0,2,1,0,0,0,3,68,tharsis republic
Game666,87,3,2,0,1,0,0,1,0,1,0,0,4,86,teractor
Game667,72,2,0,0,1,0,0,0,0,2,2,0,1,60,inventrix
Game668,88,1,0,1,1,0,1,1,1,0,0,1,2,69,inventrix
Game669,105,2,0,0,0,1,0,0,0,2,1,0,2,66,helion
Game670,118,2,1,1,0,1,2,2,0,0,0,0,3,82,interplanetary cinematics
Game671,99,3,1,0,2,1,1,1,1,1,0,0,3,67,tharsis republic
Game672,145,2,0,1,2,0,3,1,1,0,0,0,0,78,interplanetary cinematics
Game673,98,1,0,0,1,0,1,2,0,1,0,1,1,70,phobolog
Game674,109,3,1,2,2,0,1,2,1,2,0,0,6,105,credicor
Game675,105,0,0,2,2,0,2,4,1,0,1,0,1,80,inventrix
Game676,88,0,1,0,1,0,2,3,2,0,1,1,2,91,credicor
Game677,98,2,1,1,1,0,1,2,0,0,0,0,1,38,saturn systems
Game678,80,1,0,0,1,0,0,2,0,0,1,1,3,56,tharsis republic
Game679,93,3,0,0,2,1,2,3,1,0,0,1,4,100,thorgate
Game680,92,1,0,0,1,0,0,0,0,1,1,1,0,54,helion
Game681,77,2,0,0,1,0,1,1,0,0,1,0,0,48,credicor
Game682,106,2,1,0,0,0,0,2,0,1,0,0,5,77,saturn systems
Game683,114,1,0,1,0,0,3,2,2,1,0,0,2,100,credicor
Game684,124,0,1,0,0,0,1,2,2,1,1,0,3,70,inventrix
Game685,111,2,0,1,0,1,1,0,1,1,1,0,0,63,tharsis republic
Game686,122,1,0,0,1,0,4,3,1,0,1,0,1,72,credicor
Game687,84,4,0,1,1,1,1,0,0,0,2,0,1,58,credicor
Game688,98,3,0,1,2,2,1,1,0,1,0,0,1,93,tharsis republic
Game689,79,0,1,0,0,0,3,3,0,0,0,0,1,69,helion
Game690,78,1,0,0,0,0,0,0,0,1,0,1,1,16,inventrix
Game691,80,1,1,0,1,0,3,2,2,0,0,1,2,80,teractor
Game692,84,3,0,1,3,1,0,0,1,1,1,0,4,85,ecoline
Game693,100,3,0,0,0,2,3,2,2,1,1,0,2,113,thorgate
Game694,112,1,0,0,1,0,0,0,1,1,0,1,2,56,saturn systems
Game695,116,0,2,0,0,0,1,3,3,0,1,0,2,54,tharsis republic
Game696,115,0,1,0,1,0,2,2,0,0,0,1,1,53,saturn systems
Game697,84,1,0,1,2,1,2,2,0,0,0,0,0,48,saturn systems
Game698,78,3,0,1,0,1,1,0,0,1,0,0,1,48,interplanetary cinematics
Game699,71,3,0,0,0,1,1,1,1,1,0,1,1,105,credicor
Game700,90,2,0,1,0,0,2,1,2,0,0,0,1,58,ecoline
Game701,99,1,0,1,1,0,1,0,0,1,0,1,1,31,teractor
Game702,97,1,0,1,2,0,0,0,1,1,0,0,2,46,interplanetary cinematics
Game703,91,0,1,0,0,0,2,2,1,0,2,1,0,84,saturn systems
Game704,99,0,2,1,1,0,1,2,1,1,1,0,2,76,teractor
Game705,97,2,1,2,5,0,1,2,1,1,0,1,3,90,teractor
Game706,82,4,0,1,0,1,2,1,2,0,0,0,3,88,interplanetary cinematics
Game707,99,3,0,0,1,1,0,0,1,2,1,0,1,70,mining guild
Game708,105,3,0,1,2,2,1,1,1,0,0,1,2,89,interplanetary cinematics
Game709,96,3,0,1,0,1,0,1,0,0,1,0,2,60,phobolog
Game710,115,2,0,1,3,0,1,2,1,0,0,1,1,86,interplanetary cinematics
Game711,126,0,0,1,2,0,4,2,1,0,0,0,0,61,phobolog
Game712,92,1,0,0,2,1,2,2,0,1,0,1,0,94,tharsis republic
Game713,120,2,0,0,1,0,1,1,2,0,0,0,7,79,interplanetary cinematics
Game714,79,1,0,0,0,0,1,1,1,1,0,1,0,41,united nations mars initiative
Game715,80,1,1,0,0,0,0,1,1,1,0,0,1,61,credicor
Game716,103,1,0,1,3,0,2,1,1,0,0,1,2,42,mining guild
Game717,84,1,0,1,0,0,2,2,0,1,0,0,0,85,credicor
Game718,109,3,0,0,1,0,2,1,0,2,0,0,2,91,inventrix
Game719,156,1,1,1,3,0,0,1,0,0,1,1,3,92,credicor
Game720,91,1,0,0,0,0,2,3,1,2,0,0,4,110,ecoline
Game721,85,1,0,0,0,0,1,0,2,0,0,1,1,56,tharsis republic
Game722,102,2,0,1,0,0,2,3,0,1,0,0,3,88,credicor
Game723,108,2,0,2,2,0,1,1,0,0,0,2,4,61,mining guild
Game724,109,3,1,1,1,0,1,1,2,0,0,0,1,56,inventrix
Game725,91,1,0,1,1,0,0,0,1,0,0,0,0,23,ecoline
Game726,98,3,0,1,1,0,0,0,0,2,0,0,1,61,helion
Game727,118,1,3,1,2,1,1,3,0,0,0,1,2,119,tharsis republic
Game728,77,3,0,2,0,1,0,0,1,0,1,0,0,57,teractor
Game729,73,3,0,2,3,0,2,1,1,0,0,0,1,78,saturn systems
Game730,93,2,0,1,2,0,0,2,1,1,0,1,1,79,credicor
Game731,108,3,1,0,1,0,0,1,0,0,0,0,1,67,tharsis republic
Game732,91,2,0,1,0,0,2,2,1,1,0,0,1,109,mining guild
Game733,79,1,0,0,0,0,2,2,2,1,0,0,1,52,ecoline
Game734,84,1,0,0,0,0,1,2,1,1,0,0,1,65,phobolog
Game735,81,2,0,0,1,0,1,0,1,1,0,0,1,35,united nations mars initiative
Game736,90,1,2,0,3,1,0,2,0,0,0,0,4,83,inventrix
Game737,74,1,0,1,0,0,3,3,1,0,0,0,2,103,ecoline
Game738,119,2,2,1,2,1,0,1,0,0,0,0,5,111,teractor
Game739,101,3,0,0,3,0,2,1,3,0,0,0,1,110,thorgate
